feature,feature_index,dtype_train,dtype_validation,persisted_in_train,persisted_in_validation,classification,availability_status,leakage_status,reason,source_evidence_count,source_files,source_signals
available_spaces_roll_min_6h,269,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_6h,270,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_6h,271,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_6h,272,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_6h,273,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_6h,274,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_6h,275,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_6h_available,276,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_12h,277,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_12h,278,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_min_12h,279,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_12h,280,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_12h,281,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_12h,282,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_12h,283,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_12h,284,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_12h,285,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_12h_available,286,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_1d,287,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_1d,288,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_min_1d,289,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_1d,290,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_1d,291,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_1d,292,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_1d,293,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_1d,294,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_1d,295,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_1d_available,296,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
