feature,family,classification,prediction_time_status,confidence,current_state_dependency,source_fields,target_reference,future_reference,rolling_or_lag_reference,source_files,source_line_numbers,rationale,production_action
occupied_spaces_roll_std_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_min_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_max_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_median_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_trend_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_count_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_missing_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_coverage_ratio_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
occupied_spaces_roll_1d_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,occupancy/occupied_spaces; availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_1h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_1h_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_2h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_2h_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_3h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_3h_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_6h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_6h_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_12h,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_12h_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_mean_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_std_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_min_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_max_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_median_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_trend_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_count_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_missing_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_coverage_ratio_1d,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
available_spaces_roll_1d_available,historical_lag,historical_lag,SAFE_IF_GENERATED_CAUSALLY,HIGH,HISTORICAL_OBSERVATIONS,availability/available_spaces; capacity/space counts,False,False,True,,,Historical feature is safe provided its window contains only observations at or before T.,Document lag/rolling window construction and production data availability.
