feature,family,present_in_training,present_in_validation,dtype_training,dtype_validation,null_count_training,null_count_validation,source_evidence_count,source_files,source_lines,source_operations,source_expressions,candidate_source_columns,has_shift,has_negative_shift,has_positive_shift,has_rolling,has_centered_rolling,has_expanding,has_diff,has_pct_change,has_forward_operation,has_future_named_signal,target_context_evidence,feature_context_evidence,temporal_direction,causal_assessment,production_verdict,notes
minute,temporal_calendar,True,True,int64,int64,0,0,441,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal_normalizer.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\lag_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\rolling_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[7, 29, 30, 38, 41, 48, 54, 58, 63, 66, 95, 96, 99, 101, 102, 103, 105, 107, 111, 112, 113, 114, 115, 117, 119, 121, 122, 123, 124, 125, 127, 134, 137, 138, 163, 165, 167, 169, 171, 175, 177, 179, 180, 181, 183, 185, 186, 187, 189, 191, 192, 196, 198, 202, 203, 217, 219, 220, 223, 230, 231, 234, 235, 237, 238, 240, 241, 244, 247, 249, 251, 253, 255, 256, 257, 258, 259, 262, 264, 266, 268, 270, 271, 272, 274, 276, 278, 279, 280, 281, 282, 284, 288, 290, 291, 293, 295, 299, 300, 301, 303, 304, 305, 307, 308, 309, 312, 313, 317, 318, 321, 322, 325, 327, 330, 337, 343, 344, 347, 350, 362, 364, 370, 372, 373, 376, 378, 382, 384, 388, 390, 393, 395, 398, 425, 427, 429, 431, 536, 562, 577, 579, 609, 614, 628, 632, 633, 636, 637, 639, 640, 644, 645, 647, 651, 652, 653, 655, 657, 663, 671, 676, 681, 686, 691, 699, 704, 710, 716, 722, 725, 728, 731, 734, 738, 741, 746, 749, 760, 766, 767, 770, 771, 785, 787, 796, 798, 802, 804, 812, 817, 821, 827, 830, 839, 844, 849, 854, 859, 863, 867, 868, 871, 872, 878, 884, 890, 892, 893, 894, 895, 896, 897, 901, 904, 908, 911, 912, 916, 919, 921, 923, 933, 936, 945, 954, 991, 992, 994, 995, 1009, 1013, 1021, 1022, 1023, 1026, 1028, 1029, 1034, 1035, 1045, 1046, 1048, 1059, 1081, 1082, 1092, 1098, 1099, 1100, 1101, 1102, 1104, 1105, 1107, 1108, 1110, 1111, 1116, 1118, 1120, 1122, 1124, 1126, 1128, 1130, 1132, 1134, 1136, 1137, 1138, 1140, 1142, 1144, 1146, 1160, 1198, 1199, 1201, 1203, 1210, 1211, 1238, 1241, 1244, 1246, 1249, 1254, 1259, 1264, 1268, 1272, 1273, 1275, 1277, 1286, 1292, 1295, 1296, 1299, 1300, 1317, 1318, 1325, 1334, 1335, 1336, 1337, 1339, 1341, 1351, 1352, 1354, 1355, 1357, 1358, 1360, 1361, 1363, 1371, 1372, 1378, 1383, 1425, 1436, 1458, 1483, 1485, 1492, 1494, 1497, 1499, 1506, 1508, 1512, 1517, 1520, 1525, 1528, 1530, 1534, 1536, 1634, 1636, 1638, 1641, 1643, 1647, 1648, 1649, 1671, 1703, 1705, 1706, 1710, 1864, 1884, 1912, 1914, 2085, 2088, 2099, 2101, 2103, 2110, 2114, 2115, 2120, 2121, 2143, 2145, 2177, 2178, 2183, 2184, 2229, 2252, 2253, 2256, 2259, 2264, 2265, 2267, 2278, 2279, 2280, 2281, 2291, 2292, 2294, 2295, 2297, 2298, 2300, 2301, 2378]",[],"['interval_minutes: int = 30', 'if self.interval_minutes <= 0:', '""interval_minutes must be greater than zero.""', '""interval_minutes"": (', 'self._config.interval_minutes', '- creates 30-minute targets', 'MINUTES_30 = ""30m""', 'SmartPark AI uses a 30-minute modelling interval.', '+30 minutes', 'horizons_minutes: tuple[int, ...] = (', 'tomorrow_morning_start_minute: int = 0', 'tomorrow_morning_end_minute: int = 0', 'if not self.horizons_minutes:', 'for horizon in self.horizons_minutes', 'self.horizons_minutes', 'if not 0 <= self.tomorrow_morning_start_minute <= 59:', '""Tomorrow morning start minute must ""', 'if not 0 <= self.tomorrow_morning_end_minute <= 59:', '""Tomorrow morning end minute must ""', 'start_minutes = (', '+ self.tomorrow_morning_start_minute', 'end_minutes = (', '+ self.tomorrow_morning_end_minute', 'if end_minutes <= start_minutes:', '""horizons_minutes"": (', 'self._config.horizons_minutes', '.tomorrow_morning_start_minute,', '.tomorrow_morning_end_minute,', 'minutes=30,', 'minutes=60,', 'minutes=120,', 'minutes: int,', 'if minutes % interval != 0:', 'f""Horizon {minutes} minutes is not ""', 'f""compatible with the {interval}-minute ""', 'minutes // interval', '.tomorrow_morning_start_minute', '.tomorrow_morning_end_minute', 'time_minutes = (', '+ timestamp.dt.minute', 'time_minutes >= start_minutes', 'time_minutes < end_minutes', 'minutes=start_minutes', 'TargetHorizon.MINUTES_30.value,', 'minute: int,', 'return f""{hour:02d}:{minute:02d}""', 'interval_minutes: int = 30,', 'tomorrow_morning_start_minute: int = 0,', 'tomorrow_morning_end_minute: int = 0,', 'interval_minutes=interval_minutes,', 'tomorrow_morning_start_minute=(', 'tomorrow_morning_start_minute', 'tomorrow_morning_end_minute=(', 'tomorrow_morning_end_minute', '7. Is a 30-minute modelling grid appropriate?', 'mean_interval_minutes: float | None', 'median_interval_minutes: float | None', 'min_interval_minutes: float | None', 'max_interval_minutes: float | None', 'std_interval_minutes: float | None', 'intervals_0_to_15_minutes: int', 'intervals_15_to_30_minutes: int', 'intervals_30_to_45_minutes: int', 'intervals_45_to_60_minutes: int', 'intervals_over_60_minutes: int', 'intervals_over_120_minutes: int', 'exact_30_minute_intervals: int', 'approximately_30_minute_intervals: int', 'target_interval_minutes: int = 30', 'approximate_interval_tolerance_minutes: int = 10', 'large_gap_threshold_minutes: int = 60', 'very_large_gap_threshold_minutes: int = 120', 'if self.target_interval_minutes <= 0:', '""target_interval_minutes must be greater than zero.""', 'self.approximate_interval_tolerance_minutes', '""approximate_interval_tolerance_minutes ""', 'if self.large_gap_threshold_minutes <= 0:', '""large_gap_threshold_minutes must be greater ""', 'if self.very_large_gap_threshold_minutes <= 0:', '""very_large_gap_threshold_minutes must be ""', '""target_interval_minutes"": (', '.target_interval_minutes', '""approximate_tolerance_minutes"": (', '.approximate_interval_tolerance_minutes', '""interval_minutes"",', '""interval_minutes"": intervals.to_numpy(),', 'mean_interval_minutes=(', 'median_interval_minutes=(', 'min_interval_minutes=(', 'max_interval_minutes=(', 'std_interval_minutes=(', 'intervals_0_to_15_minutes=int(', 'intervals_15_to_30_minutes=int(', 'intervals_30_to_45_minutes=int(', 'intervals_45_to_60_minutes=int(', 'intervals_over_60_minutes=int(', '.large_gap_threshold_minutes', 'intervals_over_120_minutes=int(', '.very_large_gap_threshold_minutes', 'exact_30_minute_intervals=int(', 'approximately_30_minute_intervals=int(', '""interval_minutes""', '""mean_interval_minutes"": (', 'facility.mean_interval_minutes', '""median_interval_minutes"": (', 'facility.median_interval_minutes', '""min_interval_minutes"": (', 'facility.min_interval_minutes', '""max_interval_minutes"": (', 'facility.max_interval_minutes', '""std_interval_minutes"": (', 'facility.std_interval_minutes', '""intervals_0_to_15_minutes"": (', '.intervals_0_to_15_minutes', '""intervals_15_to_30_minutes"": (', '.intervals_15_to_30_minutes', '""intervals_30_to_45_minutes"": (', '.intervals_30_to_45_minutes', '""intervals_45_to_60_minutes"": (', '.intervals_45_to_60_minutes', '""intervals_over_60_minutes"": (', '.intervals_over_60_minutes', '""intervals_over_120_minutes"": (', '.intervals_over_120_minutes', '""exact_30_minute_intervals"": (', '.exact_30_minute_intervals', '""approximately_30_minute_intervals"": (', '.approximately_30_minute_intervals', 'overall.median_interval_minutes', 'f""{self._config.target_interval_minutes}-minute ""', 'overall.intervals_over_60_minutes', '""than 60 minutes.""', 'overall.intervals_over_120_minutes', '""than 120 minutes. These may require special ""', 'overall.approximately_30_minute_intervals', 'f""±{self._config.approximate_interval_tolerance_minutes} ""', '""minutes of the target 30-minute interval.""', 'target_interval_minutes: int = 30,', 'approximate_interval_tolerance_minutes: int = 10,', 'large_gap_threshold_minutes: int = 60,', 'very_large_gap_threshold_minutes: int = 120,', 'target_interval_minutes=(', 'target_interval_minutes', 'approximate_interval_tolerance_minutes=(', 'approximate_interval_tolerance_minutes', 'large_gap_threshold_minutes=(', 'large_gap_threshold_minutes', 'very_large_gap_threshold_minutes=(', 'very_large_gap_threshold_minutes', 'SmartPark AI defaults to 30 minutes.', 'TIME_DISTANCE_MINUTES_COLUMN = (', '""source_time_distance_minutes""', '30 minutes', '15 minutes', '> 60 minutes', '> 120 minutes', 'alignment_tolerance_minutes: int = 15', 'long_gap_threshold_minutes: int = 60', 'very_long_gap_threshold_minutes: int = 120', 'operational_gap_minimum_minutes: int = 120', 'if self.alignment_tolerance_minutes < 0:', '""alignment_tolerance_minutes cannot be negative.""', 'self.alignment_tolerance_minutes', '> self.target_interval_minutes / 2', '""alignment_tolerance_minutes cannot exceed ""', '""half of target_interval_minutes.""', 'self.long_gap_threshold_minutes', '<= self.target_interval_minutes', '""long_gap_threshold_minutes must be greater ""', '""than target_interval_minutes.""', 'self.very_long_gap_threshold_minutes', '<= self.long_gap_threshold_minutes', '""very_long_gap_threshold_minutes must be greater ""', '""than long_gap_threshold_minutes.""', 'self.operational_gap_minimum_minutes', '< self.target_interval_minutes', '""operational_gap_minimum_minutes must be at ""', 'earliest_reporting_minute: int', 'latest_reporting_minute: int', 'The default grid is 30 minutes.', '""alignment_tolerance_minutes"": (', '.alignment_tolerance_minutes', 'TIME_DISTANCE_MINUTES_COLUMN', '.alignment_tolerance_minutes,', 'TIME_DISTANCE_MINUTES_COLUMN,', 'f""{self._config.target_interval_minutes}min""', 'earliest_reporting_minute=0,', 'latest_reporting_minute=(', 'minutes_since_midnight = (', '+ timestamps.dt.minute', 'minutes_since_midnight.quantile(', 'earliest_reporting_minute=lower,', 'latest_reporting_minute=upper,', 'self._minutes_to_hhmm(', 'delta_minutes = (', '& delta_minutes.eq(', 'delta_minutes', '.long_gap_threshold_minutes', '.very_long_gap_threshold_minutes', 'minutes_since_midnight', '.earliest_reporting_minute', '.latest_reporting_minute', 'def _minutes_to_hhmm(', 'minutes = max(', 'minutes,', 'hour = minutes // 60', 'minute = minutes % 60', 'alignment_tolerance_minutes: int = 15,', 'long_gap_threshold_minutes: int = 60,', 'very_long_gap_threshold_minutes: int = 120,', 'alignment_tolerance_minutes=(', 'alignment_tolerance_minutes', 'long_gap_threshold_minutes=(', 'long_gap_threshold_minutes', 'very_long_gap_threshold_minutes=(', 'very_long_gap_threshold_minutes', '""TIME_DISTANCE_MINUTES_COLUMN"",', 'minute', 'The SmartPark temporal normalization layer produces a regular 30-minute', 'DEFAULT_LAG_MINUTES: tuple[int, ...] = (', 'DEFAULT_INTERVAL_MINUTES = 30', 'lag_minutes: int,', 'Convert minutes into a compact lag label.', 'if lag_minutes <= 0:', '""lag_minutes must be greater than zero.""', 'if lag_minutes % 1440 == 0:', 'f""{lag_minutes // 1440}d""', 'if lag_minutes % 60 == 0:', 'f""{lag_minutes // 60}h""', 'return f""{lag_minutes}m""', 'interval_minutes: int,', 'Convert a lag in minutes into an exact normalized-slot offset.', '120 minutes / 30 minutes = 4 slots.', 'lag_minutes', '% interval_minutes', 'f""Lag {lag_minutes} minutes cannot be ""', 'f""{interval_minutes}-minute interval.""', '// interval_minutes', 'lag_minutes: tuple[int, ...] = (', 'DEFAULT_LAG_MINUTES', 'interval_minutes: int = (', 'DEFAULT_INTERVAL_MINUTES', 'self.lag_minutes', '""lag_minutes"",', 'for lag_minutes in normalized_lags:', 'lag_minutes,', 'self.interval_minutes,', 'With a 30-minute normalized interval:', '# normally contain one 30-minute slot per row/facility.', '.interval_minutes', 'for lag_minutes in (', 'self._config.lag_minutes', '.interval_minutes,', '""lag_minutes"":', 'self._config.lag_minutes,', '""interval_minutes"":', 'self._config.interval_minutes,', 'The 90-minute jump is counted as irregular.', 'minutes=self._config', 'config.lag_minutes', 'lag_minutes=(', 'interval_minutes=30,', '""normalized_interval_minutes"":', 'For the 30-minute Birmingham normalized dataset:', 'The windows are expressed in minutes rather than row counts so', 'DEFAULT_ROLLING_WINDOWS_MINUTES: tuple[int, ...] = (', 'Convert a number of minutes into a readable window label.', 'if minutes % 1440 == 0:', 'return f""{minutes // 1440}d""', 'if minutes % 60 == 0:', 'return f""{minutes // 60}h""', 'return f""{minutes}m""', 'windows_minutes: tuple[int, ...] = (', 'DEFAULT_ROLLING_WINDOWS_MINUTES', 'self.windows_minutes', '""windows_minutes"",', 'for window_minutes in (', 'self._config.windows_minutes', 'window_minutes', 'window_minutes=window_minutes,', '""windows_minutes"": (', 'window_minutes: int,', 'With 30-minute intervals:', '/ self._config.interval_minutes', 'window_minutes:', 'Size of the rolling time window in minutes.', 'minutes=window_minutes', '# 30-minute interval', 'config.windows_minutes', '""DEFAULT_ROLLING_WINDOWS_MINUTES"",', 'minutes_since_week_start', '""minute"",', '""minutes_since_midnight"",', '""minutes_since_week_start"",', 'interval_minutes:', 'SmartPark currently uses a 30-minute interval.', '% self.interval_minutes', '""interval_minutes must divide evenly ""', 'minute = timestamp.dt.minute', 'dataframe[""minute""] = (', 'minute.astype(""int8"")', '+ minute', '// self._config.interval_minutes', '""minutes_since_midnight""', '# Minutes since Monday 00:00.', '""minutes_since_week_start""', '+ minutes_since_midnight', '* minutes_since_midnight', '# Minute', '""minute""', '""minute contains values outside ""', 'if interval_minutes > 0:']",[],False,False,False,False,False,False,False,False,False,False,True,True,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
minutes_since_midnight,temporal_calendar,True,True,int64,int64,0,0,15,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal_normalizer.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[95, 137, 796, 802, 804, 812, 830, 921, 933, 1339, 1355, 1363, 1634, 1641, 1647]",[],"['minutes_since_midnight = (', 'minutes_since_midnight.quantile(', 'minutes_since_midnight', '""minutes_since_midnight"",', '""minutes_since_midnight""', '+ minutes_since_midnight', '* minutes_since_midnight']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
minutes_since_week_start,temporal_calendar,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[96, 138, 827]",[],"['minutes_since_week_start', '""minutes_since_week_start"",', '""minutes_since_week_start""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
month,temporal_calendar,True,True,int64,int64,0,0,102,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[22, 25, 31, 56, 58, 90, 91, 113, 119, 125, 127, 131, 158, 159, 185, 416, 420, 424, 460, 464, 504, 507, 509, 515, 525, 529, 541, 557, 558, 691, 694, 696, 697, 700, 701, 706, 711, 712, 716, 722, 723, 733, 734, 736, 739, 740, 746, 750, 762, 764, 765, 775, 776, 792, 846, 850, 858, 862, 915, 918, 919, 925, 929, 937, 941, 1019, 1024, 1025, 1028, 1032, 1038, 1040, 1044, 1046, 1092, 1118, 1219, 1220, 1380, 1381, 1389, 1390, 1398, 1399, 1421, 1423, 1425, 1427, 1435, 1437, 1447, 1449, 1575, 1578, 1581, 1583, 1786, 1792, 1798, 1804]",[],"['month', 'day_of_month', 'month boundaries', 'add_month: bool = True', 'add_day_of_month: bool = True', 'add_week_of_month: bool = True', 'add_month_boundaries: bool = True', 'unique_months: int', 'if self._config.add_month:', '""calendar_month"",', 'timestamp.dt.month', 'if self._config.add_day_of_month:', '""calendar_day_of_month"",', '# Week of month', 'if self._config.add_week_of_month:', '# Week number within the month.', 'week_of_month = (', '""calendar_week_of_month"",', 'week_of_month', 'quarter_start_month = (', '""month"":', 'quarter_start_month,', '# Month boundaries', 'if self._config.add_month_boundaries:', 'month_start = (', 'timestamp.dt.is_month_start', 'month_end = (', 'timestamp.dt.is_month_end', '""is_month_start"",', '""is_month_end"",', '] = month_start.astype(', '] = month_end.astype(', '# Days remaining in month.', 'month_end_date = (', '+ pd.offsets.MonthEnd(0)', 'days_to_month_end = (', 'month_end_date', '""days_to_month_end"",', 'days_to_month_end', 'month = timestamp.dt.month', 'is_quarter_start_month = (', 'month.isin(', 'is_quarter_end_month = (', '""is_quarter_start_month"",', 'is_quarter_start_month', '""is_quarter_end_month"",', 'is_quarter_end_month', '# Month', 'month = (', '""calendar_month_sin"",', 'month - 1,', '""calendar_month_cos"",', 'unique_months = 0', 'unique_months = int(', 'unique_months=', 'unique_months,', 'if config.add_month:', 'add(""calendar_month"")', 'if config.add_day_of_month:', 'add(""calendar_day_of_month"")', 'if config.add_week_of_month:', 'add(""calendar_week_of_month"")', 'if config.add_month_boundaries:', 'add(""is_month_start"")', 'add(""is_month_end"")', 'add(""days_to_month_end"")', 'add(""is_quarter_start_month"")', 'add(""is_quarter_end_month"")', 'add(""calendar_month_sin"")', 'add(""calendar_month_cos"")', 'add_month=True,', 'add_day_of_month=True,', 'add_week_of_month=True,', 'add_month_boundaries=True,', 'month_sin', 'month_cos', '""month"",', '""day_of_month"",', '""month_sin"",', '""month_cos"",', 'dataframe[""month""] = (', 'timestamp.dt.month.astype(', 'dataframe[""day_of_month""] = (', 'month_angle = (', 'month - 1', '""month_sin""', 'month_angle', '""month_cos""']","[""day_of_month""]",False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
month_cos,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[91, 159, 937, 1044, 1449]",[],"['""calendar_month_cos"",', 'add(""calendar_month_cos"")', 'month_cos', '""month_cos"",', '""month_cos""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
month_sin,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[90, 158, 925, 1038, 1447]",[],"['""calendar_month_sin"",', 'add(""calendar_month_sin"")', 'month_sin', '""month_sin"",', '""month_sin""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
occupancy_capacity_difference,current_state,True,True,int64,int64,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[80, 140, 762, 769, 822, 824]",[],"['occupancy_capacity_difference', '""occupancy_capacity_difference"",', 'occupancy_capacity_difference = (', '""occupancy_capacity_difference""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
occupancy_level,current_state,True,True,str,str,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\ml_models\\xgboost_model.py""]","[58, 71, 132, 199, 707, 1257]",[],"['occupancy_level', '""occupancy_level"",', '""occupancy_level""', '- occupancy_level']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
occupancy_rate_consistent,other,True,True,bool,bool,0,0,4,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1087, 1100, 1101, 1754]",[],"['occupancy_consistent = (', '""occupancy_rate_consistent"",', 'occupancy_consistent.astype(', '""occupancy_rate_consistent""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
occupancy_rate_lag_12h,historical,True,True,float64,float64,23244,4980,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_lag_1d,historical,True,True,float64,float64,1428,600,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_lag_1h,historical,True,True,float64,float64,2731,617,4,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py""]","[109, 129, 157, 1975]",[],"['TARGET_1H_COLUMN = ""target_occupancy_rate_1h""', '""target_occupancy_rate_1h""', '""target_occupancy_rate_1h"",', '""target_occupancy_rate_1h"": [']",[],False,False,False,False,False,False,False,False,False,False,True,False,UNKNOWN,TARGET_CONTEXT_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Future-oriented source logic appears associated with target construction rather than direct feature construction.""]"
occupancy_rate_lag_2h,historical,True,True,float64,float64,5467,1207,4,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py""]","[111, 133, 158, 1979]",[],"['TARGET_2H_COLUMN = ""target_occupancy_rate_2h""', '""target_occupancy_rate_2h""', '""target_occupancy_rate_2h"",', '""target_occupancy_rate_2h"": [']",[],False,False,False,False,False,False,False,False,False,False,True,False,UNKNOWN,TARGET_CONTEXT_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Future-oriented source logic appears associated with target construction rather than direct feature construction.""]"
occupancy_rate_lag_30m,historical,True,True,float64,float64,1438,324,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\ml_models\\xgboost_model.py""]","[107, 125, 156, 392, 1971]",[],"['TARGET_30M_COLUMN = ""target_occupancy_rate_30m""', '""target_occupancy_rate_30m""', '""target_occupancy_rate_30m"",', '""target_occupancy_rate_30m"": [', 'target_column=""target_occupancy_rate_30m""']",[],False,False,False,False,False,False,False,False,False,False,True,False,UNKNOWN,TARGET_CONTEXT_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Future-oriented source logic appears associated with target construction rather than direct feature construction.""]"
occupancy_rate_lag_3h,historical,True,True,float64,float64,8241,1800,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_lag_6h,historical,True,True,float64,float64,16535,3577,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_12h_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_1d_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_1h_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_2h_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_3h_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_6h_available,other,True,True,bool,bool,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_count_12h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
occupancy_rate_roll_count_1d,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
